statement,label,statement_id,source
Iberdrola has headquarters in Canada.,0,532,companies
Visa has headquarters in Switzerland.,0,533,companies
Hon Hai Precision operates in the industry of Consumer Durables.,0,534,companies
Tencent Holdings has headquarters in United Kingdom.,0,535,companies
AIA Group has headquarters in United States.,0,536,companies
JPMorgan Chase operates as a holding company that engages in the management of its group companies.,0,537,companies
Johnson & Johnson operates in the industry of Consumer Durables.,0,538,companies
Citigroup operates in the industry of Telecommunications Services.,0,539,companies
Danaher engages in the provision of insurance and investment advisory services.,0,540,companies
Shell has headquarters in Canada.,0,541,companies
Goldman Sachs Group operates in the industry of Insurance.,0,542,companies
ConocoPhillips engages in the provision of banking and financial services.,0,543,companies
Coca-Cola operates in the industry of Oil & Gas Operations.,0,544,companies
Charles Schwab Corporation operates in the industry of Materials.,0,545,companies
Mitsubishi operates in the industry of Banking.,0,546,companies
"China Life Insurance engages in the provision of healthcare coverage, software and data consultancy services.",0,547,companies
Walmart operates in the industry of Retailing.,0,548,companies
Mercedes-Benz Group has headquarters in United States.,0,549,companies
PepsiCo has headquarters in Australia.,0,550,companies
Allianz has headquarters in Brazil.,0,551,companies
"Ford Motor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.",0,552,companies
China Shenhua Energy operates in the industry of Transportation.,0,553,companies
Stellantis engages in distribution of natural gas and energy related services.,0,554,companies
Lloyds Banking Group has headquarters in United States.,0,555,companies
Total has headquarters in Germany.,0,556,companies
Amazon.com engages in the manufacture of luxury goods.,0,557,companies
Poly Developments & Holdings Group operates in the industry of Banking.,0,558,companies
Pfizer operates in the industry of Insurance.,0,559,companies
Caterpillar engages in the provision of insurance and reinsurance services.,0,560,companies
National Australia Bank operates in the industry of Media.,0,561,companies
BASF is a financial holding company. It provides financial and investment banking services.,0,562,companies
BHP Group operates in the industry of Insurance.,0,563,companies
"Mizuho Financial is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.",0,564,companies
Exxon Mobil operates in the industry of Household & Personal Products.,0,565,companies
Cathay Financial has headquarters in Russia.,0,566,companies
Manulife has headquarters in Russia.,0,567,companies
Honda Motor operates in the industry of Chemicals.,0,568,companies
Banco Bradesco operates in the industry of Semiconductors.,0,569,companies
"Volkswagen Group operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",0,570,companies
"Industrial and Commercial Bank of China engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",0,571,companies
"Iberdrola is a holding company, which engages in the provision of insurance products and related services.",0,572,companies
Reliance Industries operates in the industry of Semiconductors.,0,573,companies
"Allianz is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.",0,574,companies
Reliance Industries has headquarters in Canada.,0,575,companies
Generali Group has headquarters in Switzerland.,0,576,companies
ING Group engages in the manufacture and sale of electrical equipment.,0,577,companies
ANZ has headquarters in United States.,0,578,companies
Broadcom operates in the industry of Capital Goods.,0,579,companies
Duke Energy has headquarters in United Kingdom.,0,580,companies
BBVA operates in the industry of Household & Personal Products.,0,581,companies
Prudential Financial operates in the industry of Oil & Gas Operations.,0,582,companies
Accenture provides financial products and services.,0,583,companies
"China Telecom is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",0,584,companies
Anheuser-Busch InBev operates in the industry of Insurance.,0,585,companies
Coca-Cola provides insurance and financial services to individual and institutional customers.,0,586,companies
Comcast has headquarters in Taiwan.,0,587,companies
Public Joint Stock Company Gazprom engages in the retail sale of home improvement products.,0,588,companies
Stellantis has headquarters in United States.,0,589,companies
Costco Wholesale has headquarters in Russia.,0,590,companies
Caterpillar has headquarters in Rome.,0,591,companies
"Bank of America is a holding company that engages in the generation, distribution, trading and marketing of electricity.",0,592,companies
Total operates in the industry of Retailing.,0,593,companies
"Chubb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.",0,594,companies
Intesa Sanpaolo operates in the industry of Trading Companies.,0,595,companies
Duke Energy operates in the industry of Banking.,0,596,companies
"China Shenhua Energy engages in the production and marketing of metal, mineral, and energy and agricultural commodities.",0,597,companies
Micron Technology operates as a logistics and package delivery company providing supply chain management services.,0,598,companies
Dow operates in the industry of Banking.,0,599,companies
FedEx is a holding company that engages in the provision of telecommunications media and technology service.,0,600,companies
Intesa Sanpaolo operates as a financial holding company that engages in the provision of financial products and services.,0,601,companies
KDDI has headquarters in India.,0,602,companies
China State Construction Engineering operates in the industry of Telecommunications Services.,0,603,companies
ArcelorMittal has headquarters in Canada.,0,604,companies
Iberdrola operates in the industry of Banking.,0,605,companies
"CNOOC is a diversified, community-based financial services company.",0,606,companies
HDFC Bank operates as a global financial services company.,0,607,companies
AT&T has headquarters in Switzerland.,0,608,companies
AT&T engages in business of product trading and business investment activities.,0,609,companies
"Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",0,610,companies
America Movil has headquarters in Switzerland.,0,611,companies
Hyundai Motor has headquarters in China.,0,612,companies
"AbbVie (ABBV) engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.",0,613,companies
Verizon Communications operates in the industry of Conglomerates.,0,614,companies
State Bank of India operates in the industry of Oil & Gas Operations.,0,615,companies
Canadian Imperial Bank of Commerce has headquarters in Brazil.,0,616,companies
State Bank of India engages in the electricity generation and distribution and distribution of natural gas.,0,617,companies
"Bank of Communications engages in the provision of electricity, natural gas, and energy related services.",0,618,companies
Airbus Group has headquarters in United States.,0,619,companies
Siemens has headquarters in United States.,0,620,companies
"Banco Bradesco is a holding company, which engages in the provision of financial services.",0,621,companies
China Construction Bank has headquarters in United States.,0,622,companies
Abbott Laboratories has headquarters in Germany.,0,623,companies
General Motors engages in the provision of healthcare services.,0,624,companies
Procter & Gamble is the world's largest home improvement specialty retailer.,0,625,companies
KDDI operates in the industry of Materials.,0,626,companies
AbbVie (ABBV) operates in the industry of Healthcare Equipment & Services.,0,627,companies
Oracle has headquarters in Ireland.,0,628,companies
Raytheon Technologies engages in the provision of mail and logistics services.,0,629,companies
Rosneft operates in the industry of Gas & Oil Operations.,0,630,companies
SAP has headquarters in United States.,0,631,companies
"Comcast engages in the production and marketing of metal, mineral, and energy and agricultural commodities.",0,632,companies
HCA Healthcare operates as an investment holding company.,0,633,companies
"Wells Fargo engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",0,634,companies
Postal Savings Bank of China has headquarters in United States.,0,635,companies
"Walgreens engages in the provision of management consulting, technology, and outsourcing services.",0,636,companies
"Abbott Laboratories is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field.",0,637,companies
